pid hid age sex hh_serial pernum workid
43872 8954 37 2 2751545000 2 8954
43873 8954 17 1 2751545000 3 8954
43874 8954 14 2 2751545000 4 435438
43875 8954 11 2 2751545000 5 435438
43876 8954 5 2 2751545000 6 435438
43877 8955 36 1 2751276000 1 463513
43878 8955 41 2 2751276000 2 8955
43879 8955 17 2 2751276000 3 435248
43880 8955 9 1 2751276000 4 435248
43881 8956 61 1 2751710000 1 463320
43882 8956 51 2 2751710000 2 435242
43883 8956 24 1 2751710000 3 463227
43884 8956 18 2 2751710000 4 8956
43885 8956 0 2 2751710000 5 8956
43886 8957 51 1 2751746000 1 463538
43887 8957 25 1 2751746000 2 435520
43888 8957 16 2 2751746000 3 8957
43889 8957 11 2 2751746000 4 434011
43890 8958 50 1 2751286000 1 434129
43891 8958 23 1 2751286000 2 463343
43892 8958 19 2 2751286000 3 8958
43893 8958 1 2 2751286000 4 8958
43894 8959 59 1 2751880000 1 8959
43895 8959 56 2 2751880000 2 8959
43896 8959 29 2 2751880000 3 8959
43897 8959 21 1 2751880000 4 434091
43898 8959 13 1 2751880000 5 435517
43899 8959 11 2 2751880000 6 435517
43900 8959 9 2 2751880000 7 435517
43901 8959 4 2 2751880000 8 8959
43902 8960 47 1 2751583000 1 434942
43903 8960 48 2 2751583000 2 8960
43904 8960 26 2 2751583000 3 463342
43905 8960 21 2 2751583000 4 8960
43906 8960 16 1 2751583000 5 435489
43907 8961 33 1 2751321000 1 433870
43908 8961 31 2 2751321000 2 433808
43909 8961 14 1 2751321000 3 433456
43910 8961 9 1 2751321000 4 433906
43911 8961 6 1 2751321000 5 433906
43912 8962 51 1 2751520000 1 434128
43913 8962 51 2 2751520000 2 8962
43914 8962 22 2 2751520000 3 8962
43915 8963 59 2 2751665000 1 435495
43916 8963 22 2 2751665000 2 434987
43917 8964 61 1 2751612000 1 434129
43918 8964 60 2 2751612000 2 8964
43919 8964 19 1 2751612000 3 462431
43920 8964 18 2 2751612000 4 8964
43921 8965 63 1 2751262000 1 463538
43922 8965 43 2 2751262000 2 8965
43923 8965 27 1 2751262000 3 434128
43924 8965 17 1 2751262000 4 457957
43925 8965 11 2 2751262000 5 434030
43926 8965 8 2 2751262000 6 434030
43927 8966 56 1 2751503000 1 434129
43928 8966 58 2 2751503000 2 435101
43929 8967 38 1 2751631000 1 434129
43930 8967 35 2 2751631000 2 8967
43931 8967 19 1 2751631000 3 434096
43932 8967 14 2 2751631000 4 434020
43933 8967 12 1 2751631000 5 434020
43934 8967 9 1 2751631000 6 434020
43935 8968 31 1 2751540000 1 8968
43936 8968 37 2 2751540000 2 8968
43937 8968 12 2 2751540000 3 434022
43938 8968 10 1 2751540000 4 434022
43939 8968 6 1 2751540000 5 434022
43940 8968 0 2 2751540000 6 8968
43941 8969 47 1 2751786000 1 435266
43942 8969 45 2 2751786000 2 8969
43943 8969 26 1 2751786000 3 434122
43944 8969 23 1 2751786000 4 435336
43945 8969 18 1 2751786000 5 435438
43946 8970 39 2 2751415000 1 434129
43947 8970 17 2 2751415000 2 433979
43948 8970 14 1 2751415000 3 433979
43949 8970 13 2 2751415000 4 433979
43950 8970 7 1 2751415000 5 433979
43951 8970 6 1 2751415000 6 433979
43952 8971 61 1 2751710000 1 433887
43953 8971 51 2 2751710000 2 461895
43954 8971 24 1 2751710000 3 435473
43955 8971 18 2 2751710000 4 8971
43956 8971 0 2 2751710000 5 8971
43957 8972 59 1 2751412000 1 435525
43958 8972 55 2 2751412000 2 8972
43959 8972 32 2 2751412000 3 434126
43960 8972 20 1 2751412000 4 433999
43961 8972 16 2 2751412000 5 8972
43962 8972 30 2 2751412000 6 421156
43963 8972 33 1 2751412000 7 461997
43964 8972 20 2 2751412000 8 8972
43965 8972 31 1 2751412000 9 435525
43966 8972 5 1 2751412000 10 434896
43967 8972 2 2 2751412000 11 8972
43968 8972 4 2 2751412000 12 8972
43969 8972 2 2 2751412000 13 8972
43970 8973 31 1 2751664000 1 435103
43971 8973 22 2 2751664000 2 8973
43972 8973 1 1 2751664000 3 8973
43973 8974 52 2 2751310000 1 8974
43974 8974 32 2 2751310000 2 435312
43975 8974 17 1 2751310000 3 435456
43976 8974 35 1 2751310000 4 434129
43977 8974 16 2 2751310000 5 8974
43978 8974 6 2 2751310000 6 435456
43979 8975 31 1 2751249000 1 433864
43980 8975 28 2 2751249000 2 8975
43981 8975 6 1 2751249000 3 435065
43982 8975 4 1 2751249000 4 8975
43983 8976 31 1 2751664000 1 435478
43984 8976 22 2 2751664000 2 8976
43985 8976 1 1 2751664000 3 8976
43986 8977 52 2 2751420000 1 8977
43987 8977 31 2 2751420000 2 435072
43988 8977 9 2 2751420000 3 435327
43989 8978 40 1 2751635000 1 435248
43990 8978 43 2 2751635000 2 8978
43991 8978 20 2 2751635000 3 435055
43992 8978 18 1 2751635000 4 435021
43993 8978 13 1 2751635000 5 434896
43994 8978 12 1 2751635000 6 434896
43995 8978 77 2 2751635000 7 8978
43996 8979 27 1 2751720000 1 434128
43997 8979 28 2 2751720000 2 434129
43998 8979 9 1 2751720000 3 434896
43999 8979 6 1 2751720000 4 434896
44000 8979 3 2 2751720000 5 8979
44001 8979 23 2 2751720000 6 434061
44002 8979 6 1 2751720000 7 434896
44003 8980 40 1 2751331000 1 434128
44004 8980 39 2 2751331000 2 420099
44005 8980 80 2 2751331000 3 8980
44006 8980 12 2 2751331000 4 435100
44007 8980 11 2 2751331000 5 435100
44008 8980 10 2 2751331000 6 435100
44009 8981 47 1 2751768000 1 461726
44010 8981 37 2 2751768000 2 8981
44011 8981 16 2 2751768000 3 434113
44012 8981 13 1 2751768000 4 434113
44013 8981 9 1 2751768000 5 434113
44014 8982 43 1 2751527000 1 434924
44015 8982 43 2 2751527000 2 434917
44016 8982 15 2 2751527000 3 435438
44017 8982 14 1 2751527000 4 435438
44018 8982 9 1 2751527000 5 435438
44019 8983 75 2 2751899000 1 463487
44020 8983 35 1 2751899000 2 434129
44021 8983 45 1 2751899000 3 424147
44022 8984 70 2 2751581000 1 433972
44023 8985 61 1 2751272000 1 8985
44024 8985 58 2 2751272000 2 8985
44025 8986 61 1 2751889000 1 434129
44026 8986 61 2 2751889000 2 8986
44027 8986 22 1 2751889000 3 423761
44028 8986 29 2 2751889000 4 8986
44029 8986 0 1 2751889000 5 8986
44030 8987 31 1 2751636000 1 435104
44031 8987 25 2 2751636000 2 8987
44032 8987 7 1 2751636000 3 434113
44033 8987 1 1 2751636000 4 8987
44034 8988 47 1 2751692000 1 434129
44035 8988 53 2 2751692000 2 8988
44036 8988 70 2 2751692000 3 435263
44037 8988 18 1 2751692000 4 8988
44038 8989 32 1 2751835000 1 8989
44039 8989 34 2 2751835000 2 8989
44040 8989 15 1 2751835000 3 8989
44041 8989 13 1 2751835000 4 433993
44042 8989 11 2 2751835000 5 433993
44043 8989 10 1 2751835000 6 433993
44044 8989 8 1 2751835000 7 433993
44045 8990 86 1 2751696000 1 8990
44046 8991 32 2 2751450000 1 8991
44047 8991 6 2 2751450000 2 433992
44048 8991 5 1 2751450000 3 433992
44049 8992 38 1 2751864000 1 434025
44050 8993 56 1 2751931000 1 463494
44051 8993 33 2 2751931000 2 8993
44052 8993 13 1 2751931000 3 434948
44053 8994 42 1 2751623000 1 435481
44054 8994 39 2 2751623000 2 8994
44055 8994 16 1 2751623000 3 434021
44056 8994 13 1 2751623000 4 434021
44057 8994 11 1 2751623000 5 434021
44058 8994 8 1 2751623000 6 434021
44059 8995 49 1 2751763000 1 435129
44060 8995 48 2 2751763000 2 8995
44061 8995 30 2 2751763000 3 8995
44062 8995 27 2 2751763000 4 434129
44063 8995 4 2 2751763000 5 8995
44064 8995 3 1 2751763000 6 8995
44065 8996 41 1 2751870000 1 434129
44066 8996 38 2 2751870000 2 8996
44067 8996 17 1 2751870000 3 434037
44068 8996 12 2 2751870000 4 434037
44069 8996 2 1 2751870000 5 8996
44070 8997 61 2 2751246000 1 435478
44071 8997 36 1 2751246000 2 434942
44072 8997 32 2 2751246000 3 463442
44073 8997 9 2 2751246000 4 434037
44074 8997 4 1 2751246000 5 8997
44075 8997 2 1 2751246000 6 8997
44076 8998 23 1 2751894000 1 8998
44077 8998 22 2 2751894000 2 8998
44078 8998 2 2 2751894000 3 8998
44079 8999 21 1 2751667000 1 462409
44080 8999 19 2 2751667000 2 8999
44081 8999 3 2 2751667000 3 8999
44082 8999 0 1 2751667000 4 8999
44083 9000 65 1 2751592000 1 463548
44084 9000 60 2 2751592000 2 9000
44085 9000 34 2 2751592000 3 435511
44086 9000 32 2 2751592000 4 435496
44087 9000 38 2 2751592000 5 9000
44088 9000 38 1 2751592000 6 435321
44089 9000 1 2 2751592000 7 9000
44090 9001 34 1 2751709000 1 435493
44091 9001 33 2 2751709000 2 435399
44092 9001 11 2 2751709000 3 434100
44093 9001 7 1 2751709000 4 434100
44094 9001 1 2 2751709000 5 9001
44095 9002 49 1 2751312000 1 434129
44096 9002 43 2 2751312000 2 9002
44097 9002 21 2 2751312000 3 9002
44098 9002 12 1 2751312000 4 434896
44099 9002 2 2 2751312000 5 9002
44100 9003 35 1 2751480000 1 435506
44101 9003 36 1 2751480000 2 439012
44102 9003 7 1 2751480000 3 435248
44103 9003 4 1 2751480000 4 9003
44104 9004 73 2 2751323000 1 9004
44105 9004 46 2 2751323000 2 9004
44106 9004 42 1 2751323000 3 461978
44107 9004 40 1 2751323000 4 9004
44108 9004 41 1 2751323000 5 463467
44109 9005 75 2 2751899000 1 434128
44110 9005 35 1 2751899000 2 439035
44111 9005 45 1 2751899000 3 434966
44112 9006 40 1 2751656000 1 434128
44113 9006 33 2 2751656000 2 9006
44114 9006 8 2 2751656000 3 434896
44115 9007 49 1 2751846000 1 433872
44116 9007 44 2 2751846000 2 435425
44117 9007 16 1 2751846000 3 423696
44118 9007 6 1 2751846000 4 434021
44119 9008 69 1 2751781000 1 434128
44120 9008 50 2 2751781000 2 9008
44121 9008 32 1 2751781000 3 9008
44122 9008 21 1 2751781000 4 435062
44123 9008 11 1 2751781000 5 434948
44124 9008 16 2 2751781000 6 434948
44125 9009 47 1 2751436000 1 9009
44126 9009 46 2 2751436000 2 9009
44127 9009 22 2 2751436000 3 9009
44128 9009 16 2 2751436000 4 9009
44129 9009 12 1 2751436000 5 435438
44130 9009 28 1 2751436000 6 463548
44131 9009 0 1 2751436000 7 9009
44132 9010 23 2 2751601000 1 9010
44133 9010 8 1 2751601000 2 435065
44134 9010 5 2 2751601000 3 435065
44135 9010 35 2 2751601000 4 9010
44136 9010 11 2 2751601000 5 435065
44137 9010 0 2 2751601000 6 9010
44138 9011 44 1 2751907000 1 435509
44139 9011 42 2 2751907000 2 9011
44140 9011 16 1 2751907000 3 435438
44141 9011 8 2 2751907000 4 435438
44142 9012 40 2 2751683000 1 9012
44143 9012 23 2 2751683000 2 434129
44144 9012 16 1 2751683000 3 435327
44145 9013 29 1 2751604000 1 435098
44146 9013 34 2 2751604000 2 9013
44147 9013 13 2 2751604000 3 434100
44148 9013 11 2 2751604000 4 434100
44149 9013 10 2 2751604000 5 434100
44150 9013 6 2 2751604000 6 434100
44151 9014 23 1 2751717000 1 434128
44152 9014 23 2 2751717000 2 434021
44153 9014 3 2 2751717000 3 9014
44154 9015 55 2 2751325000 1 458026
44155 9015 12 2 2751325000 2 435456
44156 9015 25 2 2751325000 3 9015
44157 9015 29 1 2751325000 4 424109
44158 9015 4 1 2751325000 5 9015
44159 9015 2 2 2751325000 6 9015
44160 9016 41 2 2751548000 1 9016
44161 9016 43 1 2751548000 2 435120
44162 9016 21 1 2751548000 3 432717
44163 9016 15 1 2751548000 4 9016
44164 9016 5 1 2751548000 5 433906
44165 9016 13 1 2751548000 6 433906
44166 9017 68 1 2751729000 1 438985
44167 9017 63 2 2751729000 2 9017
44168 9017 39 2 2751729000 3 9017
44169 9017 29 2 2751729000 4 9017
44170 9017 27 1 2751729000 5 434110
44171 9017 4 1 2751729000 6 9017
44172 9018 29 1 2751927000 1 435450
44173 9018 29 2 2751927000 2 9018
44174 9018 4 1 2751927000 3 9018
44175 9018 2 1 2751927000 4 9018
44176 9019 34 1 2751457000 1 424372
44177 9019 34 2 2751457000 2 9019
44178 9019 13 2 2751457000 3 435100
44179 9019 5 2 2751457000 4 435100
44180 9019 0 2 2751457000 5 9019
44181 9020 36 1 2751445000 1 461573
44182 9020 36 2 2751445000 2 9020
44183 9020 15 2 2751445000 3 435456
44184 9020 12 2 2751445000 4 435456
44185 9020 8 1 2751445000 5 435456
44186 9021 67 1 2751905000 1 9021
44187 9021 37 2 2751905000 2 435001
44188 9021 21 2 2751905000 3 9021
44189 9021 40 1 2751905000 4 435147
44190 9021 3 2 2751905000 5 9021
44191 9022 60 1 2751236000 1 9022
44192 9022 59 2 2751236000 2 434129
44193 9022 18 1 2751236000 3 434127
44194 9022 15 1 2751236000 4 435100
44195 9023 70 2 2751581000 1 434113
44196 9024 49 1 2751763000 1 435525
44197 9024 48 2 2751763000 2 9024
44198 9024 30 2 2751763000 3 9024
44199 9024 27 2 2751763000 4 435216
44200 9024 4 2 2751763000 5 9024
44201 9024 3 1 2751763000 6 9024
44202 9025 50 1 2751878000 1 9025
44203 9025 47 2 2751878000 2 9025
44204 9025 18 2 2751878000 3 435438
44205 9025 14 2 2751878000 4 435438
44206 9025 10 2 2751878000 5 435438
44207 9026 36 1 2751276000 1 435326
44208 9026 41 2 2751276000 2 9026
44209 9026 17 2 2751276000 3 435327
44210 9026 9 1 2751276000 4 435327
44211 9027 36 1 2751275000 1 424316
44212 9027 32 2 2751275000 2 9027
44213 9027 7 2 2751275000 3 434022
44214 9027 9 2 2751275000 4 434022
44215 9028 47 2 2751633000 1 9028
44216 9028 18 2 2751633000 2 433972
44217 9028 15 2 2751633000 3 433993
44218 9028 13 2 2751633000 4 433993
44219 9029 53 1 2751458000 1 434128
44220 9029 49 2 2751458000 2 424129
44221 9029 20 1 2751458000 3 458078
44222 9029 18 1 2751458000 4 461881
44223 9029 13 2 2751458000 5 433993
44224 9029 11 1 2751458000 6 433993
44225 9029 9 2 2751458000 7 433993
44226 9030 60 1 2751737000 1 434114
44227 9030 59 2 2751737000 2 9030
44228 9031 60 1 2751361000 1 461895
44229 9031 56 2 2751361000 2 9031
44230 9032 32 1 2751835000 1 9032
44231 9032 34 2 2751835000 2 9032
44232 9032 15 1 2751835000 3 9032
44233 9032 13 1 2751835000 4 434123
44234 9032 11 2 2751835000 5 434123
44235 9032 10 1 2751835000 6 434123
44236 9032 8 1 2751835000 7 434123
44237 9033 29 1 2751602000 1 433930
44238 9033 24 2 2751602000 2 9033
44239 9033 7 1 2751602000 3 434123
44240 9033 1 2 2751602000 4 9033
44241 9034 26 1 2751244000 1 463534
44242 9034 23 2 2751244000 2 9034
44243 9034 0 1 2751244000 3 9034
44244 9035 49 2 2751563000 1 9035
44245 9035 53 1 2751563000 2 435517
44246 9035 22 2 2751563000 3 462499
44247 9035 18 1 2751563000 4 435100
44248 9035 6 1 2751563000 5 435100
44249 9036 34 1 2751776000 1 423633
44250 9036 26 2 2751776000 2 9036
44251 9036 2 2 2751776000 3 9036
44252 9037 36 1 2751873000 1 9037
44253 9037 33 2 2751873000 2 9037
44254 9037 18 2 2751873000 3 9037
44255 9037 16 1 2751873000 4 9037
44256 9037 12 1 2751873000 5 434100
44257 9037 0 2 2751873000 6 9037
44258 9038 52 1 2751560000 1 434128
44259 9038 50 2 2751560000 2 435417
44260 9038 17 1 2751560000 3 435057
44261 9039 47 1 2751454000 1 435144
44262 9039 45 2 2751454000 2 457951
44263 9039 19 2 2751454000 3 9039
44264 9039 22 1 2751454000 4 435525
44265 9039 0 1 2751454000 5 9039
44266 9040 72 1 2751271000 1 457989
44267 9041 36 1 2751666000 1 434129
44268 9041 42 2 2751666000 2 9041
44269 9041 3 1 2751666000 3 9041
44270 9042 44 1 2751349000 1 434128
44271 9042 47 2 2751349000 2 9042
44272 9042 22 2 2751349000 3 434021
44273 9042 20 2 2751349000 4 9042
44274 9042 15 2 2751349000 5 434021
44275 9042 11 1 2751349000 6 434021
44276 9042 20 1 2751349000 7 435409
44277 9042 2 2 2751349000 8 9042
44278 9043 40 1 2751703000 1 438927
44279 9043 38 2 2751703000 2 9043
44280 9043 17 2 2751703000 3 435503
44281 9043 3 1 2751703000 4 9043
44282 9044 27 1 2751790000 1 434119
44283 9044 29 2 2751790000 2 9044
44284 9044 6 1 2751790000 3 434100
44285 9044 1 2 2751790000 4 9044
44286 9045 50 2 2751770000 1 9045
44287 9045 52 1 2751770000 2 435506
44288 9045 28 1 2751770000 3 434129
44289 9045 26 2 2751770000 4 9045
44290 9045 23 2 2751770000 5 9045
44291 9045 20 1 2751770000 6 434129
44292 9045 16 2 2751770000 7 434030
44293 9045 14 2 2751770000 8 9045
44294 9045 29 1 2751770000 9 462934
44295 9045 8 1 2751770000 10 434030
44296 9045 7 2 2751770000 11 434030
44297 9045 6 1 2751770000 12 434030
44298 9046 36 2 2751613000 1 9046
44299 9046 18 2 2751613000 2 433874
44300 9046 16 2 2751613000 3 433874
44301 9046 11 1 2751613000 4 433874
44302 9046 11 1 2751613000 5 433874
44303 9046 9 2 2751613000 6 433874
44304 9046 16 2 2751613000 7 433874
44305 9047 85 1 2751314000 1 9047
44306 9047 85 2 2751314000 2 9047
44307 9047 44 1 2751314000 3 434128
44308 9047 38 2 2751314000 4 9047
44309 9047 20 1 2751314000 5 458127
44310 9047 15 1 2751314000 6 433993
44311 9047 2 2 2751314000 7 9047
44312 9047 21 2 2751314000 8 9047
44313 9048 46 1 2751552000 1 9048
44314 9049 45 1 2751784000 1 439088
44315 9049 44 2 2751784000 2 9049
44316 9049 25 1 2751784000 3 434907
44317 9049 21 1 2751784000 4 434116
44318 9049 12 2 2751784000 5 434116
44319 9050 70 1 2751731000 1 435409
44320 9050 70 2 2751731000 2 433972
44321 9051 44 1 2751547000 1 461751
44322 9051 44 2 2751547000 2 458079
44323 9051 17 1 2751547000 3 9051
44324 9051 12 2 2751547000 4 435438
44325 9052 36 1 2751773000 1 434128
44326 9052 35 2 2751773000 2 9052
44327 9052 16 2 2751773000 3 435242
44328 9052 13 2 2751773000 4 435242
44329 9052 9 1 2751773000 5 435242
44330 9053 75 2 2751483000 1 435088
44331 9054 50 1 2751715000 1 462713
44332 9054 21 2 2751715000 2 461998
44333 9054 4 2 2751715000 3 9054
44334 9055 65 1 2751898000 1 453131
44335 9055 56 2 2751898000 2 9055
44336 9055 34 1 2751898000 3 463463
44337 9055 36 2 2751898000 4 9055
44338 9055 14 1 2751898000 5 433993
44339 9055 13 1 2751898000 6 433993
44340 9056 23 2 2751601000 1 9056
44341 9056 8 1 2751601000 2 434100
44342 9056 5 2 2751601000 3 434100
44343 9056 35 2 2751601000 4 9056
44344 9056 11 2 2751601000 5 434100
44345 9056 0 2 2751601000 6 9056
44346 9057 47 1 2751786000 1 434128
44347 9057 45 2 2751786000 2 9057
44348 9057 26 1 2751786000 3 435344
44349 9057 23 1 2751786000 4 458080
44350 9057 18 1 2751786000 5 434100
44351 9058 39 1 2751912000 1 9058
44352 9058 37 2 2751912000 2 9058
44353 9058 20 2 2751912000 3 9058
44354 9058 19 2 2751912000 4 435470
44355 9058 15 2 2751912000 5 434037
44356 9058 11 1 2751912000 6 434037
44357 9059 48 1 2751261000 1 434123
44358 9059 46 2 2751261000 2 9059
44359 9059 23 1 2751261000 3 435000
44360 9059 16 1 2751261000 4 434020
44361 9059 15 2 2751261000 5 434020
44362 9059 10 1 2751261000 6 434020
44363 9059 9 2 2751261000 7 434020
44364 9059 8 2 2751261000 8 434020
44365 9059 3 2 2751261000 9 9059
44366 9060 33 2 2751582000 1 9060
44367 9060 14 2 2751582000 2 435327
44368 9060 5 2 2751582000 3 435327
44369 9061 29 1 2751927000 1 463457
44370 9061 29 2 2751927000 2 9061
44371 9061 4 1 2751927000 3 9061
44372 9061 2 1 2751927000 4 9061
44373 9062 60 1 2751510000 1 460349
44374 9062 56 2 2751510000 2 9062
44375 9062 35 1 2751510000 3 434129
44376 9062 14 2 2751510000 4 450979
44377 9062 12 1 2751510000 5 450979
44378 9062 11 1 2751510000 6 450979
44379 9062 16 2 2751510000 7 458202
44380 9062 17 2 2751510000 8 9062
44381 9063 34 1 2751776000 1 463342
44382 9063 26 2 2751776000 2 9063
44383 9063 2 2 2751776000 3 9063
44384 9064 59 1 2751412000 1 434896
44385 9064 55 2 2751412000 2 9064
44386 9064 32 2 2751412000 3 435517
44387 9064 20 1 2751412000 4 434969
44388 9064 16 2 2751412000 5 9064
44389 9064 30 2 2751412000 6 434129
44390 9064 33 1 2751412000 7 435514
44391 9064 20 2 2751412000 8 9064
44392 9064 31 1 2751412000 9 433930
44393 9064 5 1 2751412000 10 434021
44394 9064 2 2 2751412000 11 9064
44395 9064 4 2 2751412000 12 9064
44396 9064 2 2 2751412000 13 9064
44397 9065 50 1 2751913000 1 435529
44398 9065 48 2 2751913000 2 9065
44399 9065 19 1 2751913000 3 434014
44400 9065 3 1 2751913000 4 9065
44401 9066 49 1 2751658000 1 423698
44402 9066 46 2 2751658000 2 9066
44403 9066 16 2 2751658000 3 9066
44404 9066 10 1 2751658000 4 434123
44405 9067 40 1 2751635000 1 428395
44406 9067 43 2 2751635000 2 9067
44407 9067 20 2 2751635000 3 427181
44408 9067 18 1 2751635000 4 423696
44409 9067 13 1 2751635000 5 435100
44410 9067 12 1 2751635000 6 435100
44411 9067 77 2 2751635000 7 9067
44412 9068 43 1 2751943000 1 435506
44413 9068 32 2 2751943000 2 423704
44414 9068 19 1 2751943000 3 434129
44415 9068 11 2 2751943000 4 434948
44416 9069 47 1 2751844000 1 458131
44417 9069 19 1 2751844000 2 463399
44418 9070 85 1 2751909000 1 9070
44419 9070 65 2 2751909000 2 9070
44420 9070 20 2 2751909000 3 435357
44421 9070 17 1 2751909000 4 428546
44422 9071 45 1 2751452000 1 420039
44423 9071 37 2 2751452000 2 9071
44424 9071 9 2 2751452000 3 435327
44425 9071 2 2 2751452000 4 9071
44426 9072 61 1 2751710000 1 462169
44427 9072 51 2 2751710000 2 423626
44428 9072 24 1 2751710000 3 423603
44429 9072 18 2 2751710000 4 9072
44430 9072 0 2 2751710000 5 9072
44431 9073 61 1 2751272000 1 9073
44432 9073 58 2 2751272000 2 9073
44433 9074 48 2 2751360000 1 434110
44434 9074 22 2 2751360000 2 9074
44435 9074 11 1 2751360000 3 435248
44436 9075 43 1 2751704000 1 462183
44437 9075 42 2 2751704000 2 9075
44438 9075 21 2 2751704000 3 435520
44439 9075 15 1 2751704000 4 462772
44440 9075 13 1 2751704000 5 434896
44441 9076 40 1 2751331000 1 434129
44442 9076 39 2 2751331000 2 458055
44443 9076 80 2 2751331000 3 9076
44444 9076 12 2 2751331000 4 435100
44445 9076 11 2 2751331000 5 435100
44446 9076 10 2 2751331000 6 435100
44447 9077 28 1 2751858000 1 434127
44448 9077 31 2 2751858000 2 9077
44449 9077 0 1 2751858000 3 9077
44450 9078 59 1 2751412000 1 424372
44451 9078 55 2 2751412000 2 9078
44452 9078 32 2 2751412000 3 458204
44453 9078 20 1 2751412000 4 463567
44454 9078 16 2 2751412000 5 9078
44455 9078 30 2 2751412000 6 435456
44456 9078 33 1 2751412000 7 423625
44457 9078 20 2 2751412000 8 9078
44458 9078 31 1 2751412000 9 463445
44459 9078 5 1 2751412000 10 435456
44460 9078 2 2 2751412000 11 9078
44461 9078 4 2 2751412000 12 9078
44462 9078 2 2 2751412000 13 9078
44463 9079 63 1 2751606000 1 461852
44464 9079 63 2 2751606000 2 9079
44465 9079 40 2 2751606000 3 9079
44466 9080 80 1 2751557000 1 9080
44467 9080 73 2 2751557000 2 9080
44468 9081 33 1 2751339000 1 435060
44469 9081 32 2 2751339000 2 9081
44470 9081 12 2 2751339000 3 433993
44471 9081 5 2 2751339000 4 433993
44472 9082 69 1 2751782000 1 434128
44473 9082 63 2 2751782000 2 9082
44474 9082 20 1 2751782000 3 433993
44475 9082 29 2 2751782000 4 434128
44476 9082 11 2 2751782000 5 433993
44477 9082 2 2 2751782000 6 9082
44478 9083 55 1 2751292000 1 9083
44479 9083 54 2 2751292000 2 9083
44480 9083 30 1 2751292000 3 9083
44481 9083 34 2 2751292000 4 9083
44482 9083 3 2 2751292000 5 9083
44483 9084 39 2 2751415000 1 463457
44484 9084 17 2 2751415000 2 435456
44485 9084 14 1 2751415000 3 435456
44486 9084 13 2 2751415000 4 435456
44487 9084 7 1 2751415000 5 435456
44488 9084 6 1 2751415000 6 435456
44489 9085 27 1 2751362000 1 461776
44490 9085 37 2 2751362000 2 9085
44491 9085 6 1 2751362000 3 435248
44492 9085 3 1 2751362000 4 9085
44493 9086 39 1 2751358000 1 435119
44494 9086 36 2 2751358000 2 458071
44495 9086 10 1 2751358000 3 433979
44496 9086 7 2 2751358000 4 433979
44497 9087 50 1 2751516000 1 434021
44498 9087 30 1 2751516000 2 9087
44499 9087 11 1 2751516000 3 434123
44500 9087 10 1 2751516000 4 434123
44501 9088 71 1 2751574000 1 9088
44502 9088 71 2 2751574000 2 9088
44503 9089 34 1 2751457000 1 434128
44504 9089 34 2 2751457000 2 9089
44505 9089 13 2 2751457000 3 434020
44506 9089 5 2 2751457000 4 434020
44507 9089 0 2 2751457000 5 9089
44508 9090 66 1 2751407000 1 9090
44509 9090 57 2 2751407000 2 9090
44510 9090 36 2 2751407000 3 435045
44511 9090 2 2 2751407000 4 9090
44512 9091 43 1 2751704000 1 434914
44513 9091 42 2 2751704000 2 9091
44514 9091 21 2 2751704000 3 434128
44515 9091 15 1 2751704000 4 435162
44516 9091 13 1 2751704000 5 435057
44517 9092 62 1 2751395000 1 9092
44518 9092 56 2 2751395000 2 9092
44519 9092 36 2 2751395000 3 9092
44520 9092 10 1 2751395000 4 434037
44521 9092 8 2 2751395000 5 434037
44522 9092 4 1 2751395000 6 9092
44523 9093 49 1 2751594000 1 435214
44524 9093 46 2 2751594000 2 9093
44525 9093 14 2 2751594000 3 433992
44526 9094 34 1 2751422000 1 435523
44527 9094 33 2 2751422000 2 435525
44528 9094 9 2 2751422000 3 434011
44529 9094 8 2 2751422000 4 434011
44530 9094 3 2 2751422000 5 9094
44531 9095 48 1 2751573000 1 438967
44532 9095 69 2 2751573000 2 9095
44533 9096 27 1 2751489000 1 434129
44534 9096 31 2 2751489000 2 9096
44535 9096 9 2 2751489000 3 434060
44536 9096 5 2 2751489000 4 434060
44537 9096 2 1 2751489000 5 9096
44538 9097 34 1 2751457000 1 434129
44539 9097 34 2 2751457000 2 9097
44540 9097 13 2 2751457000 3 433993
44541 9097 5 2 2751457000 4 433993
44542 9097 0 2 2751457000 5 9097
44543 9098 47 1 2751399000 1 463457
44544 9098 44 2 2751399000 2 423661
44545 9098 17 2 2751399000 3 433967
44546 9098 11 1 2751399000 4 435503
44547 9099 35 2 2751690000 1 434128
44548 9099 15 2 2751690000 2 9099
44549 9099 2 1 2751690000 3 9099
44550 9100 40 2 2751507000 1 9100
44551 9100 21 1 2751507000 2 434129
44552 9100 18 1 2751507000 3 435003
44553 9100 13 1 2751507000 4 434021
44554 9100 6 1 2751507000 5 434021
44555 9100 19 2 2751507000 6 9100
44556 9101 38 1 2751506000 1 458084
44557 9101 36 2 2751506000 2 434129
44558 9101 14 2 2751506000 3 433992
44559 9102 49 1 2751658000 1 434016
44560 9102 46 2 2751658000 2 9102
44561 9102 16 2 2751658000 3 9102
44562 9102 10 1 2751658000 4 458080
44563 9103 51 1 2751294000 1 433870
44564 9103 17 1 2751294000 2 433870
44565 9103 25 2 2751294000 3 9103
44566 9103 27 1 2751294000 4 432993
44567 9103 5 2 2751294000 5 433906
44568 9103 2 2 2751294000 6 9103
44569 9103 0 2 2751294000 7 9103
44570 9104 85 1 2751909000 1 9104
